Date/Time,INTERNAL LIGHTING_LOAD:Lights Electric Energy [J](RunPeriod),Electricity:Building [J](Annual),ElectricityNet:Facility [J](Annual) 
simdays=365,7450380000.0,15728580000.0,32652913299.575899 
