Date/Time,INTERNAL LIGHTING_LOAD:Lights Electric Energy [J](RunPeriod),Electricity:Building [J](RunPeriod),ElectricityNet:Facility [J](RunPeriod) 
simdays=365,7450380000.008857,15728580000.008566,35181983821.4125 
