Date/Time,INTERNAL LIGHTING_LOAD:Lights Electric Energy [J](RunPeriod),Electricity:Building [J](Annual),ElectricityNet:Facility [J](Annual) 
simdays=365,29801520000.0,62914320000.0,109054614197.45345 
