Date/Time,INTERNAL LIGHTING_LOAD:Lights Electric Energy [J](RunPeriod),Electricity:Building [J](Annual),ElectricityNet:Facility [J](Annual) 
simdays=365,22351140000.0,47185740000.0,83841280353.42377 
