Date/Time,INTERNAL LIGHTING_LOAD:Lights Electric Energy [J](RunPeriod),Electricity:Building [J](RunPeriod),ElectricityNet:Facility [J](RunPeriod) 
simdays=365,29801519999.873514,62914319999.72274,118722768431.93042 
